# fs=400.0
t,ax,ay,az
5.421986,-1854,-1463,5032
5.422097,-1908,-1519,5100
5.422203,-2046,-1537,5270
5.422309,-2019,-1563,5304
5.422415,-2019,-1609,5288
5.422522,-1994,-1603,5347
5.422628,-1943,-1572,5353
5.422740,-1935,-1520,5258
5.422847,-1932,-1451,5153
5.464716,-1892,-1415,5081
5.464835,-1819,-1398,4947
5.464936,-1777,-1370,4836
5.465037,-1711,-1338,4671
5.465137,-1634,-1319,4556
5.465236,-1596,-1268,4380
5.465336,-1600,-1213,4260
5.465436,-1547,-1195,4115
5.465536,-1506,-1163,4016
5.465637,-1430,-1120,3889
5.465756,-1373,-1099,3767
5.465857,-1303,-1054,3604
5.465957,-1276,-1014,3501
5.507392,-1266,-936,3334
5.507532,-1173,-907,3194
5.507652,-1230,-813,3005
5.507775,-1218,-837,2837
5.507892,-1158,-880,2495
5.508006,-1112,-904,2274
5.508118,-980,-993,1865
5.508233,-919,-1004,1565
5.508348,-868,-1043,1099
5.508458,-849,-1073,785
5.508568,-786,-1101,354
5.508674,-727,-1125,41
5.508797,-652,-1164,-383
5.508914,-607,-1172,-637
5.509035,-475,-1243,-1060
5.509156,-411,-1289,-1311
5.509277,-318,-1336,-1654
5.509397,-243,-1353,-1877
5.509518,-135,-1331,-2170
5.509633,-70,-1319,-2347
5.509749,84,-1445,-2561
5.509866,161,-1508,-2643
5.509982,417,-1610,-2790
5.510098,290,-1402,-2955
5.552620,364,-1493,-3079
5.552779,376,-1487,-3063
5.552891,390,-1553,-3034
5.553002,401,-1590,-3039
5.553110,407,-1649,-2958
5.553218,417,-1658,-2930
5.553327,402,-1698,-2877
5.553435,372,-1714,-2856
5.553542,366,-1739,-2792
5.553652,380,-1713,-2771
5.602833,407,-1721,-2756
5.603000,432,-1708,-2730
5.603113,463,-1675,-2748
5.603222,476,-1630,-2714
5.603333,506,-1560,-2716
5.603442,533,-1486,-2682
5.603550,561,-1411,-2641
5.603660,582,-1331,-2596
5.616528,569,-1246,-2493
5.616657,553,-1196,-2407
5.616824,509,-1161,-2253
5.616928,456,-1120,-2142
5.617031,377,-1091,-1925
5.617133,311,-1069,-1747
5.665092,219,-1036,-1472
5.665232,159,-1014,-1269
5.665337,51,-991,-967
5.665439,-2,-995,-740
5.665549,-119,-971,-412
5.665719,-214,-936,-158
5.665824,-353,-888,208
5.665932,-444,-866,464
5.666036,-606,-845,871
5.666149,-727,-836,1125
5.714846,-843,-876,1541
5.714983,-905,-931,1829
5.715106,-1000,-986,2252
5.715230,-1050,-1016,2520
5.715354,-1109,-1073,2904
5.715477,-1143,-1094,3128
5.715601,-1474,-1175,5294
5.715741,-1501,-1177,5321
5.715863,-1514,-1196,5314
5.715987,-1531,-1224,5277
5.716120,-1538,-1241,5241
5.716253,-1567,-1294,5204
5.716385,-1564,-1275,5172
5.716515,-1578,-1274,5090
5.716648,-1589,-1272,5030
5.716779,-1594,-1285,4955
5.716902,-1334,-1112,2922
5.717103,-1283,-1130,2710
5.717227,-1231,-1137,2351
5.717351,-1221,-1154,2121
5.717473,-1197,-1172,1758
5.717596,-1141,-1194,1489
5.717725,-1027,-1216,1103
5.717837,-980,-1263,810
5.717949,-907,-1327,342
5.718055,-816,-1353,76
5.718174,-719,-1395,-346
5.718293,-632,-1424,-619
5.718415,-474,-1450,-1030
5.718538,-327,-1482,-1264
5.771903,-151,-1485,-1617
5.772039,-44,-1494,-1835
5.772159,115,-1483,-2149
5.772275,180,-1484,-2333
5.772392,352,-1513,-2600
5.772508,459,-1534,-2793
5.772623,534,-1538,-3023
5.772759,560,-1562,-3146
5.772885,626,-1572,-3304
5.772996,654,-1578,-3402
5.773104,680,-1627,-3517
5.773212,620,-1638,-3585
5.773319,678,-1639,-3538
5.773426,746,-1695,-3569
5.773534,731,-1746,-3652
5.773642,167,-1395,-2425
5.773749,98,-1327,-2250
5.817785,-7,-1265,-1978
5.817915,-73,-1205,-1773
5.818039,-195,-1140,-1418
5.818162,-275,-1100,-1136
5.818279,-396,-1049,-720
5.818396,-499,-1010,-406
5.818496,-651,-956,64
5.818602,-740,-910,396
5.818715,-866,-864,900
5.818835,-950,-840,1256
5.818961,-1041,-800,1755
5.819086,-1083,-772,2098
5.862363,-1182,-675,2876
5.862498,-1198,-657,3303
5.862617,-1204,-656,3569
5.896796,-1212,-648,3920
5.896944,-1201,-630,4152
5.897072,-1159,-625,4436
5.897198,-1144,-616,4596
5.897324,-1120,-561,4877
5.897449,-1147,-553,4989
5.897573,-1183,-538,5178
5.897699,-1189,-515,5321
5.897831,-1153,-531,5508
5.897956,-1152,-545,5595
5.898082,-1158,-579,5734
5.898208,-1203,-775,4263
5.963807,-1211,-780,4072
5.963959,-1214,-788,3927
5.964090,-1205,-783,3721
5.964220,-1202,-790,3591
5.964348,-1188,-792,3418
5.964474,-1174,-799,3304
5.964601,-1172,-785,3108
5.964736,-1168,-791,2982
5.964862,-1165,-786,2795
5.964982,-1156,-803,2655
5.965100,-1108,-825,2461
5.965217,-1086,-828,2333
5.965334,-1039,-844,2120
5.965447,-988,-876,1973
6.034938,-936,-874,1737
6.047989,-877,-862,1565
6.048099,-742,-798,1277
6.048194,-735,-884,1015
6.088610,-672,-1012,751
6.088720,-530,-973,549
6.088811,-402,-949,139
6.088907,-343,-967,-147
6.089009,-34,-1510,-2521
6.089111,-38,-1542,-2563
6.089215,-40,-1562,-2594
6.089315,-68,-1587,-2594
6.133051,-60,-1595,-2563
6.133176,-49,-1610,-2524
6.133282,-43,-1597,-2505
6.133386,-19,-1589,-2485
6.133482,1,-1556,-2462
6.133581,13,-1508,-2456
6.133679,28,-1436,-2418
6.176919,37,-1387,-2434
6.177034,48,-1323,-2405
6.177134,37,-1298,-2360
6.177231,39,-1271,-2313
6.177342,-1892,-1240,4885
6.177452,-1843,-1217,4994
6.177560,-1826,-1209,5123
6.177666,-1818,-1200,5202
6.177780,-1793,-1193,5243
6.177887,-1785,-1161,5270
6.177992,-1770,-1158,5265
6.178098,-1763,-1170,5261
6.178204,-1744,-1165,5234
6.178311,-1738,-1180,5164
6.178418,-1730,-1174,5131
6.178524,-1548,-1094,2667
6.178630,-1514,-1073,2487
6.178743,-1465,-1056,2256
6.178849,-1444,-1021,2101
6.178955,-1371,-1046,1793
6.194096,-1301,-1045,1591
6.194248,-1213,-1064,1302
6.194381,-1178,-1064,1099
6.194484,-1127,-1078,780
6.194587,-1080,-1102,599
6.230017,-1038,-1122,371
6.230125,-943,-1170,69
6.230231,-832,-1188,-209
6.230334,-774,-1230,-434
6.230436,-668,-1274,-743
6.230591,-615,-1307,-930
6.230697,-511,-1327,-1242
6.230896,-438,-1349,-1421
6.231011,-333,-1357,-1698
6.231120,-282,-1369,-1883
6.231232,-190,-1413,-2059
6.248868,-132,-1439,-2181
6.248991,-69,-1440,-2353
6.249096,-39,-1432,-2462
6.249194,-8,-1429,-2557
6.249322,3,-1434,-2624
6.249421,48,-1451,-2654
6.249517,67,-1460,-2680
6.249620,107,-1471,-2663
6.249728,175,-1364,-2272
6.249829,188,-1326,-2240
6.249931,212,-1301,-2184
6.250034,228,-1290,-2160
6.250167,260,-1233,-2085
6.272830,251,-1209,-2038
6.272950,229,-1151,-1965
6.273051,216,-1108,-1880
6.273148,159,-1039,-1752
6.273244,114,-1003,-1643
6.273332,18,-964,-1470
6.273425,-51,-935,-1313
6.273521,-216,-924,-1079
6.273612,-332,-922,-888
6.273722,-482,-947,-600
6.273814,-576,-956,-371
6.273901,-686,-995,-35
6.316628,-735,-1021,166
6.316800,-805,-1018,463
6.316903,-855,-992,667
6.317004,-930,-951,905
6.317108,-980,-906,1070
6.317216,-1047,-875,1309
6.317324,-1069,-847,1482
6.317432,-1112,-835,1720
6.317540,-1121,-834,1856
6.317679,-1129,-789,2088
6.317796,-1176,-765,2263
6.317907,-1241,-721,2481
6.318016,-1255,-720,2634
6.318124,-1314,-722,2865
6.318232,-1358,-735,3057
6.318340,-1412,-762,3303
6.318448,-1469,-790,3503
6.355010,-1527,-859,3772
6.355211,-1565,-870,3945
6.355342,-1683,-896,4232
6.355471,-1737,-944,4395
6.355604,-1741,-1020,4635
6.355743,-1762,-1050,4835
6.355875,-1874,-1076,4996
6.356009,-1921,-1075,5123
6.356139,-1949,-1028,5311
6.356270,-1925,-1110,5426
6.356402,-1903,-1132,5468
6.356532,-1870,-1134,5491
6.356695,-1810,-1159,5456
6.378358,-1895,-1062,5471
6.378514,-1946,-1059,5381
6.378649,-1904,-1047,5380
6.378796,-1861,-1027,5319
6.378931,-1843,-1035,5264
6.379063,-1815,-1022,5119
6.379197,-1821,-1010,5014
6.379323,-1834,-998,4879
6.379455,-1843,-1007,4787
6.379581,-1848,-996,4634
6.379729,-1845,-991,4527
6.418939,-1843,-997,4325
6.419068,-1837,-992,4218
6.419180,-1824,-974,4023
6.419289,-1814,-973,3890
6.419396,-1795,-946,3688
6.419505,-1763,-935,3560
6.419612,-1720,-913,3338
6.419736,-1685,-874,3098
6.419853,-1634,-844,2963
6.419973,-1585,-808,2673
6.420094,-1550,-770,2524
6.420211,-1482,-731,2268
6.420329,-1412,-721,2091
6.420446,-1369,-714,1948
6.420562,-1264,-713,1679
6.420678,-1141,-711,1380
6.463319,-1078,-717,1128
6.463424,-972,-724,801
6.463514,-905,-722,564
6.463601,-831,-754,235
6.463679,-782,-787,0
6.463778,-729,-810,-245
6.463870,-693,-849,-614
6.463962,-651,-894,-903
6.464057,-624,-935,-1077
6.464157,-591,-1038,-1309
6.464257,-580,-1086,-1434
6.464358,-540,-1168,-1577
6.464459,-538,-1213,-1632
6.464560,-457,-1296,-1715
6.464660,-455,-1304,-1802
6.464765,-431,-1354,-1875
6.464865,-429,-1379,-1931
6.465017,-412,-1402,-1987
6.503107,-381,-1404,-1981
6.503224,-347,-1453,-2029
6.503327,-331,-1453,-2067
6.503431,-277,-1448,-2037
6.503531,-248,-1436,-2018
6.503630,-198,-1453,-2097
6.503736,-151,-1447,-2148
6.503831,-78,-1411,-2169
6.503922,-9,-1408,-2208
6.504013,93,-1370,-2282
6.504109,130,-1350,-2315
6.504205,230,-1332,-2388
6.504300,293,-1296,-2418
6.504395,385,-1261,-2445
6.504490,406,-1250,-2475
6.504584,466,-1213,-2502
6.504679,496,-1213,-2492
6.548953,514,-1187,-2482
6.549074,491,-1176,-2464
6.549179,470,-1147,-2420
6.549281,442,-1130,-2373
6.549383,379,-1081,-2260
6.549486,338,-1051,-2155
6.549584,218,-999,-1968
6.549681,136,-994,-1822
6.549777,8,-973,-1571
6.549876,-69,-978,-1377
6.564605,-207,-991,-1055
6.564723,-288,-997,-820
6.564817,-461,-973,-482
6.564908,-610,-951,-228
6.564995,-836,-941,207
6.565081,-982,-936,489
6.565172,-1160,-974,960
6.565270,-1258,-993,1242
6.600969,-1380,-1017,1653
6.601084,-1466,-1026,1925
6.601187,-1536,-1056,2325
6.601288,-1607,-1095,2578
6.601389,-1677,-1125,2939
6.601490,-1726,-1156,3177
6.601589,-1734,-1179,3507
6.601689,-1738,-1173,3716
6.601831,-1799,-1189,3988
6.601932,-1803,-1193,4146
6.602032,-1810,-1177,4392
6.602131,-1787,-1174,4536
6.602230,-1783,-1172,4701
6.602331,-1787,-1182,4813
6.602430,-1774,-1169,4961
6.602530,-1760,-1178,5031
6.602643,-1767,-1160,5140
6.602747,-1776,-1165,5185
6.602846,-1731,-1177,5264
6.602945,-1761,-1165,5282
6.619107,-1825,-1172,5300
6.619275,-1837,-1180,5281
6.619397,-1824,-1178,5281
6.619515,-1838,-1189,5211
6.619632,-1860,-1203,5133
6.619758,-1895,-1216,5075
6.619874,-1916,-1248,4932
6.619991,-1933,-1262,4806
6.644672,-1925,-1280,4701
6.644811,-1936,-1280,4574
6.644914,-1940,-1268,4377
6.645016,-1954,-1272,4251
6.645116,-1954,-1258,4039
6.645215,-1976,-1247,3924
6.645315,-1959,-1272,3690
6.645414,-1942,-1253,3555
6.645515,-1914,-1230,3317
6.645615,-1897,-1221,3172
6.645722,-1842,-1206,2932
6.685995,-1824,-1183,2764
6.686141,-1763,-1151,2466
6.686267,-1725,-1130,2269
6.686389,-1668,-1087,1924
6.686510,-1625,-1079,1705
6.686631,-1520,-1078,1340
6.686771,-1446,-1084,1083
6.686887,-1379,-1078,734
6.687005,-1333,-1086,490
6.687123,-1266,-1076,185
6.687230,-1210,-1081,8
6.687354,-1162,-1089,-198
6.687477,-1125,-1104,-342
6.687601,-1063,-1129,-512
6.687730,-1047,-1136,-563
6.719878,-1010,-1165,-668
6.720017,-986,-1198,-713
6.720138,-952,-1228,-770
6.720259,-947,-1234,-816
6.720378,-895,-1239,-907
6.720534,-865,-1248,-987
6.720658,-791,-1259,-1108
6.720806,-725,-1264,-1205
6.720931,-666,-1281,-1366
6.721055,-604,-1299,-1456
6.721179,-503,-1306,-1594
6.721303,-454,-1314,-1712
6.721427,-377,-1319,-1853
6.721551,-327,-1323,-1922
6.721673,-237,-1324,-2043
6.721803,-182,-1321,-2127
6.741215,-100,-1318,-2244
6.741363,-49,-1351,-2317
6.741489,31,-1367,-2412
6.741612,59,-1343,-2467
6.741795,109,-1341,-2555
6.780685,140,-1341,-2578
6.780841,173,-1348,-2655
6.780947,188,-1345,-2673
6.781050,187,-1358,-2652
6.781152,191,-1357,-2623
6.781253,187,-1371,-2566
6.781355,159,-1345,-2517
6.781457,130,-1335,-2425
6.781558,116,-1326,-2356
6.781656,76,-1269,-2246
6.781758,62,-1215,-2154
6.781850,9,-1165,-1991
6.781954,-53,-1124,-1842
6.782061,-141,-1064,-1591
6.782167,-206,-1045,-1389
6.782273,-306,-1007,-1039
6.782371,-390,-976,-813
6.782469,-504,-961,-389
6.782561,-562,-938,-93
6.815492,-690,-923,366
6.815619,-788,-894,693
6.815738,-923,-860,1188
6.815836,-1035,-833,1503
6.815935,-1186,-790,1988
6.816032,-1272,-783,2345
6.816129,-1365,-825,2858
6.816227,-1402,-864,3211
6.816323,-1483,-886,3733
6.816421,-1546,-936,4029
6.816516,-1629,-978,4510
6.816617,-1673,-1015,4788
6.833410,-1681,-1126,5346
6.833542,-1751,-1145,5645
6.833660,-1801,-1179,5754
6.833786,-1833,-1168,5905
6.833928,-1822,-1179,5954
6.858175,-1768,-1211,5949
6.858293,-1747,-1223,5939
6.858400,-1681,-1229,5862
6.858502,-1664,-1228,5810
6.858604,-1614,-1180,5680
6.858728,-1602,-1154,5561
6.858831,-1580,-1120,5369
6.858932,-1549,-1082,5254
6.859036,-1525,-1077,5027
6.859136,-1523,-1065,4896
6.859236,-1522,-1058,4673
6.896509,-1505,-1063,4337
6.896620,-1498,-1073,4209
6.896775,-1495,-1063,4020
6.896871,-1518,-1074,3894
6.896967,-1516,-1077,3687
6.897061,-1525,-1073,3568
6.897156,-1551,-1062,3368
6.897251,-1546,-1052,3228
6.897346,-1528,-1075,3000
6.897440,-1523,-1081,2834
6.897536,-1516,-1081,2600
6.897630,-1497,-1080,2421
6.897728,-1445,-1081,2098
6.897823,-1400,-1083,1904
6.939518,-1325,-1097,1579
6.939661,-1278,-1096,1358
6.939815,-1210,-1091,997
6.939934,-1165,-1108,742
6.940053,-1081,-1132,364
6.940205,-1036,-1145,116
6.940323,-982,-1194,-258
6.940440,-942,-1191,-447
6.940558,-914,-1227,-703
6.940676,-898,-1271,-859
6.940806,-805,-1322,-1084
6.940934,-841,-1337,-1175
6.941057,-839,-1380,-1301
6.941180,-848,-1392,-1350
6.941302,-806,-1436,-1418
6.958176,-783,-1448,-1473
6.958312,-720,-1506,-1526
6.958431,-699,-1524,-1583
6.958548,-652,-1564,-1691
6.958665,-618,-1584,-1745
6.958789,-503,-1629,-1820
6.982351,-533,-1535,-2072
6.982475,-501,-1538,-2151
6.982585,-399,-1578,-2244
6.982692,-333,-1598,-2312
6.982824,-243,-1602,-2413
6.982931,-193,-1620,-2465
6.983078,-134,-1597,-2529
6.983183,-90,-1581,-2585
6.983285,-23,-1563,-2664
6.983382,31,-1564,-2665
6.983479,76,-1526,-2700
6.983581,101,-1499,-2706
7.022287,182,-1405,-2704
7.022410,222,-1336,-2654
7.022519,221,-1300,-2604
7.022623,227,-1233,-2491
7.022749,216,-1179,-2392
7.022858,157,-1099,-2236
7.022963,99,-1053,-2107
7.023069,-1,-1014,-1868
7.023175,-84,-988,-1676
7.023286,-207,-974,-1383
7.023399,-282,-977,-1142
7.023505,-374,-975,-767
7.056985,-446,-964,-485
7.057114,-545,-955,-76
7.057227,-613,-926,190
7.057337,-744,-887,618
7.057443,-815,-845,899
7.057556,-955,-808,1352
7.057679,-1025,-778,1659
7.057819,-1111,-771,2143
7.057939,-1185,-781,2477
7.058058,-1326,-814,3000
7.058176,-1424,-831,3387
7.058295,-1520,-902,3955
7.058414,-1552,-933,4345
7.058538,-1638,-1025,4877
7.077854,-1679,-1074,5206
7.078027,-1633,-1141,5648
7.078146,-1578,-1192,5917
7.078261,-1526,-1200,6188
7.078378,-1577,-1136,6330
7.114674,-1599,-1074,6440
7.114808,-1586,-1032,6510
7.114917,-1520,-1022,6544
7.115023,-1478,-1005,6539
7.115123,-1402,-962,6491
7.115224,-1369,-935,6423
7.115324,-1337,-887,6314
7.115425,-1297,-850,6221
7.115527,-1254,-809,6074
7.115628,-1252,-794,5962
7.115732,-1245,-793,5747
7.115833,-1245,-781,5613
7.115933,-1264,-788,5407
7.116035,-1266,-795,5261
7.116138,-1292,-785,5075
7.116242,-1308,-799,4950
7.116343,-1332,-810,4785
7.116444,-1375,-814,4652
7.116545,-1404,-847,4491
7.116646,-1421,-843,4329
7.116754,-1432,-845,4107
7.147833,-1437,-851,3936
7.147947,-1444,-835,3671
7.148048,-1429,-835,3495
7.164576,-1397,-804,3216
7.186573,-1325,-756,2790
7.186698,-1274,-729,2604
7.186863,-1208,-700,2286
7.186971,-1158,-692,2124
7.187078,-1063,-674,1843
7.187186,-1001,-646,1682
7.187289,-899,-639,1404
7.238719,-832,-626,1196
7.238842,-735,-636,893
7.238945,-658,-646,657
7.239072,-580,-685,305
7.239178,-574,-707,68
7.239284,-523,-739,-234
7.239407,-1022,-1577,-1634
7.239526,-1019,-1600,-1677
7.239639,-987,-1598,-1711
7.239784,-881,-1598,-1756
7.239900,-876,-1604,-1797
7.240022,-814,-1475,-1934
7.240144,-733,-1453,-1995
7.240265,-587,-1436,-2112
7.240387,-495,-1419,-2210
7.240509,-324,-1383,-2367
7.240632,-226,-1352,-2486
7.240770,-88,-1289,-2678
7.240883,-5,-1238,-2783
7.241003,124,-1221,-2966
7.241129,224,-1204,-3065
7.241254,341,-1191,-3222
7.241379,415,-1175,-3327
7.274853,477,-1183,-3434
7.274991,515,-1166,-3504
7.275123,501,-1171,-3576
7.275333,495,-1171,-3586
7.275511,485,-1181,-3532
7.275640,473,-1160,-3519
7.275777,445,-1138,-3441
7.275897,446,-1101,-3368
7.276014,444,-1028,-3272
7.276126,429,-985,-3210
7.276238,401,-880,-3109
7.276349,391,-835,-3025
7.276475,321,-726,-2860
7.276587,275,-668,-2731
7.276699,163,-548,-2532
7.296045,63,-478,-2359
7.296162,-70,-404,-2065
7.337510,-153,-382,-1812
7.337742,-243,-361,-1442
7.337865,-338,-369,-1202
7.337977,-451,-363,-840
7.338091,-537,-352,-613
7.373318,-642,-338,-290
7.373445,-703,-307,-96
7.373554,-763,-295,199
7.373661,-807,-290,344
7.373793,-854,-246,568
7.373898,-870,-251,696
7.374003,-921,-236,891
7.374113,-958,-237,1042
7.374266,-1047,-248,1295
7.374382,-1115,-263,1477
7.414436,-1235,-290,1798
7.414549,-1300,-352,2020
7.414646,-1400,-421,2369
7.414746,-1487,-499,2592
7.414842,-1598,-624,2973
7.414937,-1644,-711,3218
7.415031,-1713,-844,3528
7.415130,-2199,-1696,5263
7.415231,-2166,-1684,5106
7.415331,-2163,-1699,5008
7.415430,-2142,-1689,4868
7.415529,-2137,-1680,4752
7.415628,-2125,-1675,4597
7.415745,-2121,-1670,4499
7.415844,-2097,-1671,4330
7.415945,-2081,-1654,4209
7.416045,-2059,-1624,4011
7.416146,-2051,-1585,3865
7.416245,-2021,-1541,3670
7.416345,-1992,-1517,3516
7.416445,-1946,-1472,3292
7.461002,-1918,-1441,3143
7.461129,-1877,-1407,2914
7.461239,-1838,-1364,2760
7.461349,-1785,-1320,2528
7.461456,-1725,-1300,2389
7.461563,-1664,-1250,2153
7.461669,-1619,-1230,2029
7.461780,-1546,-1182,1813
7.461886,-1504,-1148,1661
7.461992,-1429,-1140,1469
7.462099,-1403,-1127,1332
7.462205,-1332,-1099,1131
7.462311,-1294,-1089,1026
7.462413,-1246,-1060,843
7.462515,-1214,-1056,720
7.462616,-1156,-1024,529
7.462733,-1123,-1022,395
7.476837,-1056,-1011,192
7.476962,-1002,-1004,28
7.477072,-959,-992,-175
7.477183,-932,-1007,-309
7.477293,-865,-1004,-558
7.477402,-831,-1023,-696
7.477511,-792,-1041,-944
7.477625,-745,-1071,-1131
7.513638,-675,-1114,-1408
7.513771,-633,-1126,-1607
7.513882,-587,-1145,-1936
7.513990,-558,-1135,-2139
7.514097,-466,-1220,-2402
7.514203,-420,-1290,-2553
7.514309,-326,-1327,-2788
7.514415,-294,-1326,-2941
7.514535,-195,-1336,-3104
7.514642,-146,-1269,-3210
7.514825,-132,-1287,-3290
7.514948,-121,-1326,-3321
7.515058,-58,-1372,-3316
7.515169,-17,-1379,-3261
7.515273,-2,-1362,-3198
7.533423,-1,-1338,-3141
7.533551,9,-1302,-3067
7.533661,6,-1276,-2993
7.533812,39,-1235,-2912
7.533926,68,-1196,-2870
7.534043,112,-1130,-2781
7.534160,130,-1066,-2756
7.534306,163,-984,-2654
7.559027,192,-929,-2616
7.559141,231,-843,-2480
7.559241,241,-796,-2373
7.559337,229,-723,-2210
7.559434,227,-675,-2098
7.559530,175,-611,-1907
7.559627,133,-560,-1721
7.559749,58,-517,-1455
7.559839,9,-484,-1249
7.597869,-95,-461,-934
7.597982,-152,-439,-708
7.598080,-274,-429,-368
7.598173,-365,-434,-164
7.598259,-500,-405,180
7.598347,-615,-393,421
7.598434,-786,-375,795
7.598526,-891,-397,1059
7.598622,-1002,-470,1454
7.598723,-1077,-523,1728
7.598819,-1246,-584,2141
7.598915,-1342,-633,2429
7.599010,-1472,-702,2871
7.599106,-1571,-769,3157
7.649029,-1688,-887,3588
7.649163,-1728,-951,3885
7.649336,-1733,-1075,4280
7.649452,-1753,-1129,4555
7.649567,-1869,-1225,4908
7.649682,-1903,-1263,5128
7.649824,-1931,-1261,5366
7.649941,-1909,-1287,5525
7.650059,-1896,-1356,5705
7.650175,-1877,-1399,5776
7.650293,-1842,-1439,5824
7.650408,-1816,-1426,5831
7.650556,-1791,-1412,5818
7.650670,-1776,-1387,5766
7.650793,-1754,-1373,5643
7.650908,-1734,-1360,5579
7.651023,-1687,-1365,5418
7.651136,-1680,-1364,5303
7.651251,-1655,-1335,5126
7.651366,-1644,-1313,5000
7.651480,-1648,-1299,4822
7.651594,-1646,-1300,4700
7.666218,-1687,-1281,4525
7.666345,-1700,-1280,4422
7.666456,-1727,-1297,4227
7.666563,-1756,-1310,4117
7.666671,-1779,-1320,3920
7.701051,-1795,-1309,3802
7.701176,-1815,-1296,3584
7.701286,-1840,-1279,3433
7.701395,-1843,-1244,3189
7.701502,-1845,-1230,3014
7.701611,-1845,-1213,2753
7.701726,-1819,-1196,2580
7.701833,-1809,-1167,2317
7.701938,-1797,-1147,2165
7.702046,-1746,-1102,1903
7.702155,-1716,-1075,1754
7.702262,-1648,-1048,1527
7.702368,-1619,-1020,1351
7.702471,-1562,-982,1131
7.702568,-1511,-964,987
7.702666,-1427,-957,783
7.702769,-1375,-941,597
7.718929,-1310,-932,343
7.719066,-1260,-938,169
7.719182,-1174,-930,-83
7.719343,-1101,-941,-281
7.719458,-978,-957,-598
7.719570,-923,-970,-769
7.719690,-883,-983,-1037
7.756209,-836,-1009,-1182
7.756346,-771,-1034,-1410
7.756463,-728,-1044,-1571
7.756579,-694,-1084,-1745
7.756693,-659,-1103,-1845
7.756825,-634,-1148,-1972
7.756946,-622,-1171,-2072
7.757066,-582,-1219,-2191
7.757188,-545,-1234,-2269
7.757311,-512,-1284,-2366
7.757433,-467,-1321,-2413
7.757555,-448,-1324,-2483
7.757677,-464,-1309,-2515
7.757805,-379,-1340,-2552
7.794559,-369,-1325,-2571
7.794710,-319,-1337,-2597
7.794836,-293,-1352,-2586
7.794959,-213,-1329,-2582
7.795081,-182,-1319,-2554
7.795203,-116,-1265,-2541
7.795319,-67,-1228,-2545
7.795433,12,-1168,-2525
7.795546,57,-1120,-2500
7.795665,117,-1060,-2502
7.795821,152,-1029,-2471
7.795933,179,-969,-2462
7.796046,174,-910,-2418
7.796157,189,-863,-2363
7.796270,184,-857,-2307
7.796385,147,-810,-2195
7.796496,120,-809,-2096
7.814631,65,-794,-1948
7.814750,21,-801,-1843
7.814852,-45,-803,-1643
7.814954,-79,-797,-1485
7.815059,-151,-814,-1277
7.815165,-201,-822,-1125
7.850953,-292,-817,-880
7.851076,-356,-801,-724
7.851179,-456,-792,-445
7.851276,-519,-780,-259
7.851360,-631,-756,3
7.851454,-696,-756,196
7.851545,-802,-762,461
7.851636,-865,-760,677
7.851737,-966,-787,982
7.851840,-1026,-783,1209
7.851947,-1119,-803,1535
7.852055,-1254,-831,1886
7.852163,-1322,-823,2104
7.852271,-1381,-854,2333
7.852379,-1471,-910,2687
7.882520,-1596,-1057,3190
7.882635,-1647,-1132,3470
7.882748,-1611,-1212,3644
7.882849,-1656,-1212,3864
7.882949,-1787,-1291,4044
7.883050,-1842,-1307,4219
7.883152,-1866,-1284,4392
7.883253,-1883,-1330,4501
7.883354,-1883,-1412,4669
7.883457,-1890,-1439,4778
7.883558,-1878,-1491,4836
7.883659,-1882,-1485,4917
7.900079,-1887,-1528,4937
7.900210,-1916,-1532,4928
7.900322,-1897,-1541,4919
7.900430,-1863,-1540,4848
7.900540,-1854,-1539,4730
7.900647,-1806,-1501,4587
7.900797,-1770,-1498,4485
7.922567,-1788,-1475,4319
7.922690,-1845,-1402,4146
7.922811,-1818,-1405,4002
7.922920,-1757,-1405,3814
7.923027,-1748,-1422,3685
7.923133,-1740,-1409,3502
7.923241,-1752,-1415,3300
7.923347,-1778,-1403,3171
7.923454,-1792,-1392,3010
7.964667,-1794,-1366,2894
7.964795,-1797,-1367,2698
7.964897,-1806,-1365,2565
7.964997,-1805,-1379,2444
7.965098,-1801,-1359,2270
7.965198,-1797,-1378,2100
7.965297,-1791,-1378,1978
7.965397,-1760,-1377,1837
7.965498,-1744,-1365,1741
7.965597,-1717,-1362,1572
7.965697,-1687,-1370,1496
7.965802,-1660,-1355,1317
7.965901,-1659,-1342,1216
7.966002,-1610,-1332,1021
7.966097,-1574,-1323,907
7.966192,-1511,-1327,720
7.966288,-1479,-1309,582
8.003504,-1417,-1296,379
8.003617,-1379,-1288,265
8.003717,-1310,-1279,76
8.003815,-1260,-1272,-74
8.003916,-1148,-1262,-265
8.004016,-1094,-1264,-393
8.004116,-1010,-1262,-574
8.004211,-963,-1245,-660
8.004308,-886,-1221,-807
8.004403,-813,-1228,-914
8.004504,-743,-1214,-1052
8.004604,-706,-1208,-1133
8.004710,-649,-1192,-1222
8.004811,-623,-1202,-1267
8.004911,-573,-1187,-1323
8.034027,-543,-1193,-1354
8.034157,-517,-1210,-1379
8.034273,-490,-1227,-1373
8.034387,-458,-1241,-1369
8.034502,-443,-1246,-1355
8.034616,-442,-1252,-1356
8.034739,-446,-1259,-1332
8.034860,-444,-1253,-1291
8.034982,-436,-1242,-1268
8.035103,-407,-1248,-1232
8.035224,-403,-1244,-1185
8.035347,-373,-1242,-1159
8.053232,-350,-1238,-1104
8.053375,-325,-1211,-1067
