# fs=400.0
t,ax,ay,az
2.769025,1305,-715,-89
2.769131,1323,-706,-66
2.769233,1298,-696,27
2.769334,1313,-687,56
2.769441,1280,-659,145
2.769546,1266,-637,250
2.769651,1288,-621,331
2.769842,1301,-610,386
2.769961,1354,-570,454
2.770062,1380,-532,487
2.770160,1428,-458,535
2.770259,1475,-424,589
2.770358,1513,-337,628
2.782397,1570,-291,637
2.782503,1646,-209,670
2.782593,1678,-166,682
2.782681,1708,-109,759
2.782793,1720,-89,799
2.782876,1700,-56,899
2.819600,1689,-40,979
2.819697,1636,-42,1127
2.819807,1593,-57,1203
2.819889,1495,-78,1368
2.819975,1417,-107,1484
2.820061,1275,-158,1687
2.820148,1169,-194,1826
2.820234,1005,-246,2065
2.820316,893,-314,2210
2.820397,729,-395,2486
2.820477,687,-462,2682
2.820557,535,-523,2909
2.820639,400,-536,3088
2.820725,295,-575,3376
2.820807,239,-611,3570
2.836031,178,-631,3804
2.836155,110,-622,3938
2.836252,29,-620,4122
2.836352,-14,-634,4239
2.836450,-89,-680,4369
2.836555,-104,-705,4467
2.868822,-140,-712,4570
2.868926,-144,-712,4649
2.869014,-152,-730,4703
2.869102,-173,-736,4755
2.869189,-222,-739,4782
2.869275,-248,-748,4786
2.869361,-298,-765,4799
2.869446,-324,-779,4789
2.869532,-364,-802,4829
2.869620,-391,-820,4811
2.869709,-443,-844,4830
2.869796,-474,-881,4816
2.906480,-546,-919,4849
2.906606,-607,-962,4847
2.906725,-687,-1007,4898
2.906837,-783,-1056,4935
2.906946,-829,-1111,4976
2.907055,-892,-1151,5024
2.907164,-969,-1202,5120
2.907278,-1016,-1261,5150
2.907391,-1050,-1317,5217
2.907507,-1059,-1338,5236
2.907622,-1076,-1382,5263
2.907740,-1065,-1387,5248
2.907855,-1053,-1398,5203
2.907969,-1011,-1393,5136
2.908078,-938,-1383,5025
2.908186,-899,-1359,4938
2.908295,-781,-1324,4754
2.950407,-758,-1279,4644
2.950527,-680,-1193,4450
2.950631,-603,-1141,4378
2.950758,-511,-1076,4246
2.950862,-434,-1051,4104
2.950964,-352,-1033,3909
2.951060,-275,-1027,3787
2.951152,-211,-988,3622
2.951244,-169,-970,3516
2.951336,-125,-927,3348
2.951423,-97,-937,3257
2.951511,-53,-924,3107
2.951599,-32,-922,3024
2.951680,7,-915,2898
2.951772,18,-932,2821
2.951861,30,-928,2712
2.964436,29,-931,2614
2.964536,19,-947,2520
2.964618,5,-971,2440
2.964697,8,-988,2363
2.964797,6,-1003,2307
2.964890,-29,-1032,2204
2.967265,-59,-1040,2137
3.001350,-46,-1063,2073
3.001453,-42,-1084,2057
3.001541,-38,-1068,2013
3.001627,-22,-1050,1991
3.001728,10,-1034,1933
3.001815,60,-1018,1883
3.001898,123,-995,1833
3.001979,164,-974,1773
3.002061,215,-926,1710
3.002143,228,-890,1641
3.002224,301,-874,1565
3.002305,349,-862,1482
3.002386,396,-820,1379
3.017443,439,-811,1322
3.017566,515,-766,1203
3.017671,539,-747,1118
3.017809,609,-739,1041
3.017912,644,-705,947
3.018013,718,-707,856
3.018114,773,-686,790
3.052495,874,-653,606
3.052588,940,-645,498
3.052668,986,-627,419
3.052772,1033,-613,317
3.052855,1094,-597,233
3.052937,1114,-605,152
3.053014,1160,-606,95
3.053091,1202,-602,25
3.053171,1247,-604,-71
3.053257,1279,-594,-134
3.053344,1290,-585,-169
3.053430,1330,-578,-227
3.090808,1357,-579,-271
3.090933,1390,-565,-345
3.091039,1445,-564,-389
3.091143,1450,-562,-454
3.134582,1434,-550,-520
3.134731,1513,-572,-519
3.134847,1621,-619,-543
3.134960,1649,-593,-623
3.135072,1621,-547,-678
3.135186,1622,-529,-772
3.135299,1629,-519,-792
3.135411,1650,-531,-814
3.135524,1666,-527,-847
3.135636,1692,-529,-830
3.135795,1712,-528,-862
3.135909,1757,-526,-877
3.136019,1750,-513,-901
3.136122,1786,-515,-919
3.136227,1763,-498,-909
3.149499,1761,-455,-926
3.149613,1763,-452,-917
3.149736,1734,-434,-928
3.149835,1718,-427,-932
3.149932,1736,-421,-871
3.150030,1761,-405,-849
3.150127,1713,-381,-860
3.150224,1686,-362,-844
3.150321,1632,-337,-793
3.150419,1614,-320,-774
3.150516,1294,-237,-176
3.150612,1263,-219,-103
3.150695,1204,-181,9
3.185620,1170,-153,92
3.185763,1124,-141,241
3.185856,1100,-122,337
3.185945,1051,-100,480
3.186031,1015,-101,597
3.186109,952,-87,758
3.186188,895,-72,867
3.186272,815,-54,1048
3.186356,751,-61,1168
3.186440,652,-56,1341
3.186522,584,-72,1485
3.186606,493,-76,1666
3.186688,412,-86,1784
3.186780,336,-137,2031
3.186868,283,-126,2155
3.201954,211,-164,2379
3.202072,185,-215,2527
3.202175,153,-256,2693
3.202274,139,-279,2789
3.202373,118,-308,2927
3.202473,100,-292,2973
3.236186,74,-294,3064
3.236287,53,-284,3101
3.236373,64,-284,3171
3.236456,43,-266,3209
3.236538,16,-261,3301
3.236621,37,-241,3353
3.236710,17,-244,3440
3.236797,-10,-245,3503
3.236886,-54,-261,3594
3.236972,-68,-278,3692
3.275072,-153,-301,3832
3.275207,-213,-333,3924
3.275320,-322,-374,4078
3.275433,-365,-421,4153
3.275543,-455,-498,4331
3.275653,-506,-531,4429
3.275772,-567,-565,4580
3.322007,-603,-599,4666
3.322141,-657,-615,4809
3.322255,-673,-635,4870
3.322366,-670,-680,4980
3.322477,-687,-688,5023
3.322587,-669,-716,5090
3.322697,-674,-708,5135
3.322815,-692,-709,5172
3.322927,-716,-684,5198
3.323089,-751,-688,5243
3.323200,-773,-674,5256
3.323310,-784,-689,5323
3.323420,-825,-710,5336
3.323533,-856,-735,5411
3.323644,-903,-781,5447
3.323775,-962,-819,5491
3.323881,-988,-859,5543
3.323998,-1052,-924,5606
3.324112,-1154,-1101,5749
3.324257,-1206,-1079,5711
3.324371,-1217,-1079,5725
3.324485,-1212,-1130,5720
3.324598,-1170,-1171,5694
3.324719,-1093,-1194,5589
3.324833,-1061,-1187,5513
3.324942,-996,-1174,5384
3.325050,-962,-1136,5291
3.337574,-903,-1104,5106
3.337713,-863,-1067,4993
3.337824,-773,-1035,4786
3.337932,-701,-1029,4664
3.338063,-626,-1009,4493
3.348663,-484,-957,4192
3.348832,-447,-957,4070
3.348962,-355,-941,3844
3.349091,-313,-940,3719
3.349219,-256,-917,3523
3.386599,-235,-915,3405
3.386717,-191,-893,3241
3.386813,-150,-885,3141
3.386905,-129,-868,3012
3.386996,-113,-872,2917
3.387079,-74,-885,2820
3.387162,-68,-900,2750
3.387244,-33,-878,2666
3.387325,-23,-866,2598
3.387404,17,-852,2499
3.387478,0,-801,2391
3.387556,82,-801,2301
3.427601,118,-794,2227
3.427722,161,-768,2098
3.427818,192,-743,2003
3.427912,229,-694,1854
3.428055,263,-671,1757
3.428148,297,-649,1580
3.428239,329,-639,1464
3.428330,382,-646,1289
3.468847,404,-638,1153
3.468942,436,-655,990
3.469024,459,-659,844
3.469103,455,-642,674
3.469180,479,-650,550
3.469259,478,-667,429
3.469337,501,-685,332
3.469414,468,-700,205
3.469490,422,-695,108
3.469567,583,-772,180
3.469639,642,-788,38
3.469739,658,-784,-169
3.469823,637,-780,-248
3.469904,607,-795,-326
3.469985,614,-802,-383
3.470064,635,-805,-463
3.470145,668,-807,-515
3.470226,787,-884,-838
3.470307,802,-871,-853
3.470387,789,-879,-870
3.500763,823,-913,-915
3.500870,838,-912,-916
3.500962,880,-888,-907
3.501048,899,-891,-886
3.501133,891,-859,-839
3.501219,884,-826,-789
3.501304,859,-803,-719
3.501392,838,-805,-682
3.501478,801,-827,-581
3.501564,766,-819,-534
3.501650,697,-835,-445
3.501752,679,-815,-309
3.501837,671,-835,-139
3.501916,660,-809,-5
3.502003,677,-783,186
3.519525,688,-755,333
3.519648,752,-678,563
3.519760,781,-632,749
3.519862,862,-559,984
3.519968,929,-497,1161
3.520082,1020,-391,1400
3.543779,1122,-324,1576
3.543891,1268,-182,1807
3.543981,1364,-80,1963
3.544064,1536,52,2236
3.544152,1631,136,2403
3.544239,1793,283,2672
3.544325,1886,389,2823
3.544412,2002,531,3052
3.544498,2084,599,3200
3.544585,2174,681,3427
3.581691,2202,705,3591
3.581803,2221,710,3750
3.581893,2206,706,3873
3.581979,2136,677,4036
3.582065,2091,650,4157
3.582151,2003,594,4300
3.582236,1945,531,4395
3.582323,1806,434,4528
3.582411,1709,359,4587
3.582496,1556,260,4661
3.582581,1458,202,4711
3.582667,1328,107,4744
3.582784,1248,39,4785
3.582871,1127,-41,4819
3.583029,1056,-74,4824
3.583119,970,-131,4830
3.620315,920,-161,4790
3.620419,870,-207,4781
3.620593,828,-215,4755
3.620728,770,-248,4685
3.620817,721,-245,4626
3.620903,651,-276,4544
3.620991,607,-300,4451
3.621079,558,-372,4272
3.621167,510,-412,4110
3.621253,453,-500,3836
3.621341,367,-551,3640
3.621428,232,-611,3373
3.621513,155,-662,3193
3.621596,10,-759,2902
3.651374,-82,-821,2726
3.651490,-175,-897,2425
3.651592,-259,-989,2218
3.651699,-436,-1123,1855
3.651828,-550,-1225,1642
3.651938,-703,-1380,1308
3.652049,-823,-1483,1083
3.652153,-976,-1622,797
3.652264,-1056,-1733,630
3.668310,-1188,-1859,399
3.668432,-1343,-1941,249
3.668539,-1463,-2052,217
3.668643,-1360,-2076,119
3.668785,-1408,-2130,-94
3.668888,-1479,-2139,-98
3.690614,-1570,-2161,-79
3.690788,-1632,-2200,-131
3.690899,-1650,-2180,-134
3.691003,-1667,-2187,-75
3.691104,-1659,-2176,-27
3.691200,-1651,-2178,46
3.691302,-1618,-2165,154
3.691404,-1567,-2148,228
3.691505,-1466,-2094,360
3.691608,-1390,-2049,411
3.691725,-1230,-1929,508
3.691831,-1139,-1846,584
3.691924,-967,-1739,680
3.692017,-862,-1651,772
3.692108,-695,-1520,914
3.692205,-579,-1406,1026
3.731643,-365,-1247,1186
3.731785,-194,-1131,1313
3.731878,83,-955,1504
3.731973,267,-844,1652
3.732067,536,-665,1877
3.732160,682,-539,2032
3.732252,896,-391,2262
3.732349,1052,-273,2411
3.732446,1262,-138,2648
3.732539,1382,-28,2806
3.732632,1547,100,3077
3.732747,1647,169,3270
3.732840,1775,294,3530
3.732932,1857,314,3677
3.733024,1915,373,3906
3.770005,1947,391,4052
3.770103,1963,412,4229
3.770188,1974,454,4311
3.770269,2007,433,4493
3.770351,2006,441,4580
3.770433,1995,467,4685
3.770517,2031,452,4698
3.770599,2026,462,4716
3.770683,2036,470,4696
3.770776,2040,464,4647
3.770859,2010,486,4625
3.770941,1994,503,4562
3.771023,1975,506,4541
3.771106,1938,499,4439
3.771188,1916,488,4383
3.802514,1861,453,4269
3.802631,1817,421,4199
3.802745,1745,355,4024
3.802846,1655,320,3900
3.802946,1533,218,3641
3.803044,1433,141,3451
3.803139,1249,25,3161
3.803239,1091,-91,2951
3.803339,893,-231,2680
3.803438,720,-329,2502
3.803538,466,-474,2237
3.803636,287,-589,2026
3.822071,23,-775,1721
3.822205,-124,-916,1530
3.822327,-365,-1126,1225
3.822445,-544,-1243,1033
3.822558,-751,-1430,733
3.822670,-851,-1545,560
3.822812,-1011,-1682,301
3.822931,-1093,-1769,137
3.844499,-1194,-1855,-95
3.844640,-1234,-1907,-231
3.844777,-1384,-1945,-484
3.844900,-1321,-1912,-284
3.845022,-1065,-1980,-591
3.845144,-1095,-1981,-736
3.845265,-1164,-1906,-757
3.884180,-1173,-1901,-744
3.884310,-1129,-1833,-731
3.884420,-1090,-1809,-691
3.884527,-1022,-1766,-596
3.884634,-1005,-1760,-529
3.884757,-978,-1737,-383
3.884863,-954,-1714,-309
3.884972,-912,-1700,-162
3.885077,-900,-1660,-76
3.885178,-864,-1599,59
3.885284,-811,-1553,193
3.885390,-730,-1474,387
3.885494,-679,-1399,501
3.885600,-562,-1310,652
3.885713,-458,-1233,766
3.885830,-323,-1131,938
3.885939,-217,-1060,1039
3.886038,-51,-937,1239
3.923053,68,-859,1397
3.923172,243,-738,1642
3.923272,335,-660,1821
3.923373,500,-527,2112
3.923471,574,-440,2297
3.923568,679,-332,2588
3.923665,737,-284,2812
3.923791,827,-188,3120
3.923890,888,-147,3321
3.923983,964,-66,3622
3.924084,1016,-55,3803
3.924177,1077,12,4016
3.924270,1114,32,4144
3.924363,1151,62,4295
3.924456,1176,85,4380
3.924549,1284,96,4405
3.953440,1279,134,4472
3.953549,1212,165,4488
3.953643,1221,196,4502
3.953775,1274,168,4496
3.953870,1251,177,4459
3.953962,1244,167,4428
3.954055,1211,151,4428
3.954153,1172,103,4385
3.954246,1147,72,4338
3.954338,1084,16,4276
3.954430,1048,-8,4225
3.954524,971,-62,4122
3.954618,907,-65,4031
3.970932,810,-114,3930
3.971046,751,-149,3845
3.971136,670,-180,3743
3.971224,602,-225,3659
3.971313,532,-275,3538
3.971401,449,-304,3471
3.993214,332,-373,3370
3.993319,247,-416,3273
3.993410,121,-508,3112
3.993495,58,-577,2986
3.993584,-80,-682,2735
3.993677,-171,-766,2540
3.993816,-309,-895,2189
3.993908,-380,-1008,1913
3.994000,-468,-1156,1489
3.994092,-566,-1251,1207
4.030675,-627,-1371,777
4.030824,-796,-1393,439
4.030918,-916,-1480,28
4.031016,-961,-1509,-176
4.031118,-1006,-1584,-458
4.031220,-1021,-1633,-655
4.031322,-1069,-1701,-846
4.031425,-1089,-1750,-935
4.031532,-1093,-1796,-1017
4.031641,-1098,-1831,-1054
4.031766,-1089,-1854,-1080
4.031872,-1069,-1839,-1053
4.031979,-1038,-1845,-1024
4.073070,-999,-1837,-972
4.073199,-971,-1815,-897
4.073311,-939,-1794,-854
4.073419,-891,-1762,-811
4.073528,-878,-1738,-773
4.073635,-849,-1689,-699
4.073767,-822,-1664,-632
4.073875,-769,-1618,-499
4.073982,-725,-1571,-425
4.074091,-657,-1490,-249
4.074198,-588,-1418,-114
4.074296,-470,-1323,76
4.074401,-417,-1269,212
4.074504,-365,-1167,451
4.118873,-321,-1037,852
4.119007,-348,-1003,1013
4.119121,-408,-994,1238
4.119240,-470,-1012,1394
4.119358,-587,-1033,1661
4.119474,-681,-1043,1847
4.119589,-866,-1057,2112
4.119729,-988,-1072,2318
4.119852,-1151,-1091,2597
4.119975,-1257,-1124,2799
4.120092,-1366,-1165,3094
4.120205,-1397,-1201,3286
4.120317,-1414,-1247,3525
4.120429,-1414,-1270,3665
4.120543,-1385,-1225,3848
4.120656,-1364,-1198,3945
4.120778,-1314,-1107,4133
4.120894,-1249,-1027,4247
4.121001,-1148,-966,4386
4.121110,-1068,-917,4428
4.121213,-929,-877,4519
4.121317,-870,-857,4544
4.121420,-751,-811,4571
4.134029,-702,-784,4557
4.134158,-621,-740,4536
4.134258,-572,-727,4489
4.134357,-520,-714,4418
4.145064,-444,-718,4212
4.145257,-422,-719,4032
4.145431,-426,-722,3885
4.145603,-440,-728,3749
4.185511,-453,-778,3470
4.185646,-464,-829,3112
4.185771,-504,-878,2837
4.185882,-572,-938,2391
4.185993,-625,-987,2099
4.186111,-738,-1074,1646
4.186229,-791,-1137,1374
4.186341,-873,-1222,935
4.186452,-929,-1273,655
4.186569,-1006,-1365,281
4.186682,-1062,-1441,57
4.186812,-1143,-1530,-192
4.186937,-1189,-1605,-352
4.187058,-1273,-1690,-532
4.187182,-1306,-1780,-619
4.187304,-1371,-1884,-740
4.187426,-1412,-1926,-796
4.226977,-1443,-1992,-839
4.227113,-1454,-2015,-873
4.227230,-1477,-2055,-905
4.227345,-1470,-2074,-921
4.227459,-1412,-2119,-990
4.227577,-1399,-2137,-1026
4.227695,-1331,-2129,-1072
4.227822,-1297,-2103,-1107
4.227942,-1224,-2026,-1153
4.228061,-1163,-1960,-1184
4.228179,-1060,-1871,-1191
4.228293,-974,-1827,-1213
4.228407,-864,-1752,-1206
4.228521,-821,-1703,-1200
4.228635,-749,-1621,-1095
4.273807,-715,-1550,-989
4.273960,-644,-1499,-702
4.274092,-625,-1453,-448
4.274213,-552,-1356,-56
4.274338,-478,-1299,239
4.274458,-393,-1228,641
4.274577,-331,-1185,943
4.274708,-307,-1101,1310
4.274835,-265,-1061,1591
4.274954,-228,-983,2038
4.275073,-234,-945,2304
4.275195,-208,-884,2645
4.275314,-195,-881,2866
4.275433,-244,-877,3105
4.275552,-273,-878,3253
4.275675,-355,-924,3466
4.275825,-418,-952,3562
4.275942,-526,-1001,3714
4.289048,-567,-1024,3768
4.289186,-662,-1051,3842
4.289306,-737,-1100,3880
4.289422,-850,-1129,3882
4.289541,-885,-1150,3877
4.289660,-987,-1188,3862
4.300124,-1041,-1195,3837
4.300269,-1124,-1213,3796
4.300395,-1166,-1206,3770
4.300520,-1222,-1188,3718
4.300643,-1239,-1207,3683
4.300775,-1248,-1229,3677
4.345060,-1248,-1233,3659
4.345204,-1235,-1263,3636
4.345329,-1223,-1245,3633
4.345450,-1214,-1248,3592
4.345573,-1226,-1259,3558
4.345693,-1213,-1240,3515
4.345841,-1198,-1232,3464
4.345966,-1189,-1214,3410
4.346079,-1181,-1173,3357
4.346192,-1153,-1126,3272
4.346305,-1126,-1122,3258
4.346419,-1072,-1082,3167
4.346532,-1065,-1079,3078
4.346645,-1035,-1070,2900
4.387836,-1014,-1077,2757
4.387979,-957,-1104,2414
4.388100,-923,-1126,2125
4.388218,-888,-1163,1632
4.388335,-863,-1189,1262
4.388447,-833,-1243,695
4.388559,-789,-1244,338
4.388676,-772,-1231,-256
4.388833,-722,-1223,-679
4.388965,-670,-1183,-1214
4.389096,-619,-1186,-1503
4.389232,-514,-1214,-1892
4.389364,-455,-1202,-2127
4.422329,-350,-1220,-2413
4.422473,-225,-1289,-2568
4.422599,-147,-1361,-2717
4.422761,-123,-1401,-2767
4.422884,-136,-1443,-2801
4.423007,-131,-1488,-2797
4.423129,-152,-1560,-2786
4.423251,-177,-1580,-2745
4.423372,-219,-1645,-2660
4.423496,-214,-1674,-2614
4.423618,-231,-1739,-2508
4.423818,-209,-1743,-2455
4.423988,-189,-1753,-2362
4.424114,-167,-1752,-2311
4.424238,-164,-1721,-2191
4.441396,-176,-1665,-2105
4.441529,-172,-1621,-1937
4.441649,-176,-1569,-1803
4.441775,-166,-1540,-1630
4.441892,-185,-1533,-1471
4.442014,-232,-1512,-1217
4.442138,-263,-1494,-1040
4.442257,-333,-1491,-715
4.442376,-397,-1485,-477
4.442488,-499,-1472,-94
4.442600,-563,-1474,180
4.442733,-634,-1469,617
4.442845,-672,-1485,894
4.465449,-691,-1505,1286
4.465561,-734,-1501,1574
4.465660,-774,-1476,2004
4.465833,-814,-1457,2240
4.465945,-881,-1402,2565
4.466044,-942,-1382,2762
4.466142,-987,-1365,2994
4.466245,-1009,-1380,3114
4.466349,-1039,-1368,3273
4.466453,-1076,-1363,3401
4.466555,-1167,-1356,3521
4.466658,-1203,-1351,3595
4.502948,-1270,-1347,3719
4.503075,-1293,-1338,3752
4.503187,-1340,-1346,3799
4.503296,-1391,-1346,3841
4.503404,-1435,-1371,3861
4.503511,-1458,-1381,3917
4.503618,-1508,-1400,3908
4.503757,-1529,-1401,3923
4.503864,-1551,-1400,3936
4.503971,-1562,-1412,3963
4.504078,-1567,-1411,3950
4.504185,-1556,-1426,3942
4.504292,-1559,-1427,3952
4.504399,-1544,-1414,3940
4.504506,-1529,-1419,3944
4.542905,-1521,-1424,3945
4.543033,-1488,-1410,3928
4.543143,-1470,-1408,3860
4.543251,-1423,-1365,3816
4.543359,-1402,-1338,3768
4.543466,-1352,-1295,3677
4.543573,-1310,-1243,3635
4.573021,-1249,-1183,3513
4.573165,-1224,-1156,3435
4.573290,-1165,-1096,3326
4.573412,-1119,-1056,3264
4.573533,-1080,-1001,3117
4.573651,-1058,-991,3004
4.573773,-1042,-956,2758
4.573890,-1018,-971,2555
4.590469,-950,-1010,2226
4.590592,-900,-1050,1952
4.590698,-880,-1063,1435
4.590826,-891,-1078,1083
4.613021,-831,-1085,190
4.613137,-824,-1101,-351
4.613241,-741,-1128,-738
4.613348,-545,-1142,-1194
4.613450,-31,-1559,-2618
4.613550,-51,-1599,-2630
4.613652,-74,-1671,-2618
4.613778,-81,-1730,-2608
4.613885,-123,-1811,-2569
4.613991,-131,-1849,-2552
4.614097,-160,-1890,-2523
4.614204,-150,-1918,-2542
4.614309,-119,-1934,-2540
4.652922,-33,-1891,-2568
4.653045,-2,-1852,-2560
4.653151,21,-1767,-2550
4.653256,37,-1711,-2484
4.653372,45,-1641,-2413
4.653493,40,-1607,-2316
4.653595,52,-1566,-2130
4.653697,33,-1556,-1977
4.653816,1,-1518,-1708
4.653927,-44,-1495,-1518
4.654036,-77,-1486,-1208
4.654145,-117,-1468,-979
4.654253,-155,-1455,-650
4.654361,-168,-1420,-410
4.654464,-216,-1382,-76
4.654567,-269,-1364,138
4.654672,-319,-1331,437
4.694342,-366,-1304,645
4.694476,-437,-1279,960
4.694597,-510,-1258,1164
4.694724,-580,-1265,1460
4.694834,-624,-1247,1662
4.694944,-704,-1230,1963
4.695053,-758,-1221,2116
4.695161,-869,-1223,2359
4.731965,-1033,-1234,2750
4.732104,-1109,-1250,2877
4.732230,-1252,-1278,3086
4.732353,-1345,-1304,3216
4.732474,-1459,-1355,3381
4.732596,-1534,-1393,3494
4.732739,-1653,-1446,3642
4.732871,-1713,-1501,3754
4.732995,-1796,-1549,3894
4.747563,-1987,-1614,4064
4.747716,-2001,-1634,4168
4.747846,-2000,-1691,4240
4.747966,-2022,-1705,4279
4.748083,-1988,-1732,4297
4.748197,-1975,-1729,4341
4.748310,-1958,-1697,4325
4.762821,-1916,-1676,4309
4.762953,-1862,-1644,4268
4.763072,-1805,-1610,4204
4.763187,-1714,-1548,4104
4.763300,-1369,-1251,3521
4.763414,-1305,-1200,3447
4.763527,-1243,-1170,3297
4.763642,-1191,-1142,3198
4.763760,-1120,-1103,2994
4.763872,-1080,-1093,2839
4.763982,-1035,-1084,2542
4.764087,-991,-1075,2311
4.764188,-937,-1106,1905
4.797495,-916,-1114,1653
4.797604,-903,-1152,1215
4.797691,-892,-1170,930
4.797790,-881,-1221,499
4.797876,-848,-1260,231
4.797966,-798,-1318,-160
4.798058,-760,-1352,-445
4.798149,-714,-1393,-809
4.798243,-678,-1415,-1029
4.798340,-610,-1443,-1299
4.798442,-591,-1469,-1484
4.798536,-485,-1469,-1802
4.798631,-416,-1512,-1990
4.836381,-293,-1608,-2143
4.836507,-288,-1655,-2344
4.836616,-300,-1645,-2601
4.836750,-295,-1632,-2634
4.836858,-285,-1689,-2719
4.836966,-270,-1732,-2753
4.837065,-258,-1785,-2780
4.837164,-277,-1818,-2783
4.837263,-296,-1847,-2758
4.837363,-312,-1861,-2717
4.837464,-315,-1892,-2649
4.837564,-332,-1902,-2614
4.837663,-326,-1938,-2539
4.837767,-322,-1937,-2490
4.837869,-334,-1911,-2393
4.837968,-319,-1880,-2329
4.877311,-342,-1805,-2187
4.877438,-336,-1747,-2104
4.877547,-324,-1671,-1905
4.877654,-329,-1621,-1763
4.877793,-318,-1581,-1506
4.877901,-345,-1546,-1301
4.878002,-393,-1517,-957
4.878103,-454,-1490,-677
4.878205,-541,-1468,-169
4.878303,-589,-1476,141
4.878401,-665,-1448,643
4.878502,-699,-1442,1012
4.878604,-740,-1456,1516
4.878719,-784,-1436,1859
4.878828,-849,-1409,2310
4.908015,-902,-1376,2595
4.908138,-963,-1359,2973
4.908253,-1005,-1342,3226
4.925884,-1068,-1312,3507
4.926029,-1097,-1315,3681
4.926158,-1159,-1299,3925
4.926284,-1272,-1281,4061
4.926408,-1385,-1307,4244
4.926530,-1449,-1328,4319
4.926655,-1539,-1370,4455
4.949770,-1728,-1436,4587
4.949890,-1835,-1460,4622
4.949995,-1946,-1470,4715
4.950095,-2018,-1517,4769
4.950196,-2098,-1556,4800
4.950296,-2141,-1561,4807
4.950396,-2164,-1597,4830
4.950496,-2177,-1597,4821
4.950598,-2179,-1598,4816
4.987111,-2146,-1583,4766
4.987227,-2112,-1561,4716
4.987330,-2066,-1515,4659
4.987430,-2015,-1505,4615
4.987532,-1926,-1442,4491
4.987633,-1870,-1401,4414
4.987753,-1776,-1338,4284
4.987859,-1732,-1289,4154
4.987960,-1649,-1210,3952
4.988061,-1593,-1156,3823
4.988160,-1494,-1073,3618
4.988260,-1395,-1029,3496
4.988356,-1436,-923,3182
4.988451,-1414,-891,3074
4.988546,-1299,-886,2763
4.988641,-1221,-884,2600
4.988756,-1157,-860,2350
4.988852,-1163,-858,2150
4.988952,-1152,-850,1812
4.989052,-1129,-859,1608
4.989156,-1101,-875,1314
4.989258,-1087,-870,1141
4.989354,-1088,-869,850
4.989451,-1100,-898,654
4.989548,-1103,-984,322
5.028966,-1123,-1064,126
5.029096,-1101,-1166,-110
5.029204,-1084,-1252,-313
5.029311,-1057,-1382,-591
5.029417,-1013,-1433,-789
5.029522,-913,-1480,-1025
5.029628,-849,-1522,-1228
5.029742,-718,-1515,-1539
5.029848,-593,-1510,-1738
5.029954,-470,-1571,-2054
5.030061,-344,-1576,-2269
5.030164,-96,-1555,-2629
5.030261,47,-1494,-2840
5.030364,227,-1401,-3176
5.030470,320,-1367,-3329
5.030573,459,-1452,-3537
5.059555,434,-1314,-3801
5.059666,693,-1275,-3962
5.059770,774,-1290,-4024
5.059866,886,-1345,-4080
5.059964,951,-1365,-4090
5.060065,990,-1387,-4057
5.060170,1002,-1381,-3998
5.060277,1025,-1363,-3876
5.060382,1017,-1369,-3785
5.078559,1004,-1372,-3604
5.078679,995,-1378,-3510
5.078795,978,-1389,-3363
5.078899,968,-1376,-3260
5.079004,945,-1368,-3107
5.079107,916,-1344,-3023
5.079209,896,-1313,-2847
5.144274,839,-1210,-2520
5.144394,820,-1157,-2391
5.193818,795,-1125,-2156
5.193950,802,-1105,-1995
5.194065,754,-1068,-1700
5.194177,718,-1038,-1532
5.194288,656,-1001,-1233
5.194392,598,-959,-1037
5.194493,497,-922,-735
5.194591,417,-895,-499
5.194688,281,-893,-164
5.194783,169,-886,60
5.194872,15,-906,447
5.194964,-88,-916,685
5.195062,-256,-919,1054
5.195160,-374,-954,1276
5.195258,-549,-992,1627
5.195366,-2229,-1719,5162
5.195476,-2187,-1694,5168
5.195583,-2068,-1712,5118
5.195689,-1990,-1696,5135
5.195801,-1916,-1627,5131
5.251673,-1888,-1576,5093
5.251891,-1848,-1529,5005
5.252018,-1816,-1484,4966
5.252140,-1768,-1441,4886
5.252262,-1733,-1393,4821
5.252386,-1702,-1322,4710
5.252507,-1655,-1295,4605
5.252628,-1572,-1235,4443
5.252759,-1551,-1231,4315
5.252880,-1493,-1181,4069
5.253003,-1474,-1169,3888
5.253123,-1452,-1172,3541
5.253246,-1439,-1170,3292
5.295521,-1433,-1192,2876
5.295639,-1418,-1198,2575
5.295748,-1411,-1237,2142
5.295849,-1402,-1255,1833
5.295950,-1355,-1299,1344
5.296052,-1313,-1309,1012
5.296148,-1215,-1372,535
5.341445,340,-1639,-3932
5.341585,444,-1700,-3976
5.341712,497,-1720,-3976
5.341880,553,-1749,-3952
5.341998,585,-1769,-3913
5.342114,598,-1760,-3834
5.342263,613,-1775,-3749
5.342380,638,-1755,-3651
5.342509,645,-1756,-3557
5.342627,645,-1709,-3417
5.342779,646,-1669,-3327
5.342895,641,-1626,-3142
5.343011,635,-1587,-3019
5.343127,612,-1505,-2828
5.382892,611,-1454,-2680
5.383010,574,-1392,-2437
5.383151,544,-1348,-2297
5.383248,489,-1285,-2029
5.421018,443,-1244,-1825
5.421133,359,-1184,-1509
5.421233,287,-1143,-1291
5.421324,140,-1097,-856
5.421413,26,-1093,-568
5.421513,-1745,-1386,4571
5.421613,-1795,-1415,4682
5.421770,-1820,-1442,4807
5.421883,-1864,-1437,4912
